Month of Date,Location,Date,Highest Infection Count,Percent Population Infected,Population
March 2021,Bhutan,3/24/2021,870,0.112750968,771612
March 2021,Bhutan,3/25/2021,870,0.112750968,771612
March 2021,Bhutan,3/26/2021,870,0.112750968,771612
March 2021,Bhutan,3/27/2021,871,0.112880567,771612
March 2021,Bhutan,3/28/2021,872,0.113010166,771612
March 2021,Bhutan,3/29/2021,872,0.113010166,771612
March 2021,Bhutan,3/30/2021,872,0.113010166,771612
March 2021,Bhutan,3/31/2021,873,0.113139765,771612
April 2021,Bhutan,4/1/2021,886,0.114824549,771612
April 2021,Bhutan,4/2/2021,889,0.115213346,771612
April 2021,Bhutan,4/3/2021,891,0.115472543,771612
April 2021,Bhutan,4/4/2021,891,0.115472543,771612
April 2021,Bhutan,4/5/2021,891,0.115472543,771612
April 2021,Bhutan,4/6/2021,896,0.116120537,771612
April 2021,Bhutan,4/7/2021,900,0.116638933,771612
April 2021,Bhutan,4/8/2021,900,0.116638933,771612
April 2021,Bhutan,4/9/2021,906,0.117416525,771612
April 2021,Bhutan,4/10/2021,910,0.117934921,771612
April 2021,Bhutan,4/11/2021,918,0.118971711,771612
April 2021,Bhutan,4/12/2021,921,0.119360508,771612
April 2021,Bhutan,4/13/2021,927,0.120138100,771612
April 2021,Bhutan,4/14/2021,929,0.120397298,771612
April 2021,Bhutan,4/15/2021,934,0.121045292,771612
April 2021,Bhutan,4/16/2021,941,0.121952484,771612
April 2021,Bhutan,4/17/2021,952,0.123378071,771612
April 2021,Bhutan,4/18/2021,957,0.124026065,771612
April 2021,Bhutan,4/19/2021,961,0.124544460,771612
April 2021,Bhutan,4/20/2021,966,0.125192454,771612
April 2021,Bhutan,4/21/2021,986,0.127784431,771612
April 2021,Bhutan,4/22/2021,992,0.128562023,771612
April 2021,Bhutan,4/23/2021,1008,0.130635604,771612
April 2021,Bhutan,4/24/2021,1018,0.131931593,771612
April 2021,Bhutan,4/25/2021,1022,0.132449988,771612
April 2021,Bhutan,4/26/2021,1026,0.132968383,771612
April 2021,Bhutan,4/27/2021,1053,0.136467551,771612
April 2021,Bhutan,4/28/2021,1059,0.137245144,771612
April 2021,Bhutan,4/29/2021,1066,0.138152336,771612
April 2021,Bhutan,4/30/2021,1074,0.139189126,771612
May 2021,Bhutan,5/1/2021,1106,0.143336288,771612
May 2021,Bhutan,5/2/2021,1111,0.143984282,771612
May 2021,Bhutan,5/3/2021,1119,0.145021073,771612
May 2021,Bhutan,5/4/2021,1135,0.147094654,771612
May 2021,Bhutan,5/5/2021,1144,0.148261043,771612
May 2021,Bhutan,5/6/2021,1161,0.150464223,771612
May 2021,Bhutan,5/7/2021,1190,0.154222589,771612
May 2021,Bhutan,5/8/2021,1202,0.155777774,771612
May 2021,Bhutan,5/9/2021,1221,0.158240152,771612
May 2021,Bhutan,5/10/2021,1241,0.160832128,771612
May 2021,Bhutan,5/11/2021,1247,0.161609721,771612
May 2021,Bhutan,5/12/2021,1257,0.162905709,771612
May 2021,Bhutan,5/13/2021,1263,0.163683302,771612
May 2021,Bhutan,5/14/2021,1276,0.165368087,771612
May 2021,Bhutan,5/15/2021,1279,0.165756883,771612
May 2021,Bhutan,5/16/2021,1286,0.166664075,771612
May 2021,Bhutan,5/17/2021,1296,0.167960063,771612
May 2021,Bhutan,5/18/2021,1309,0.169644847,771612
May 2021,Bhutan,5/19/2021,1322,0.171329632,771612
May 2021,Bhutan,5/20/2021,1338,0.173403213,771612
May 2021,Bhutan,5/21/2021,1374,0.178068770,771612
May 2021,Bhutan,5/22/2021,1392,0.180401549,771612
May 2021,Bhutan,5/23/2021,1394,0.180660747,771612
May 2021,Bhutan,5/24/2021,1411,0.182863926,771612
May 2021,Bhutan,5/25/2021,1423,0.184419112,771612
May 2021,Bhutan,5/26/2021,1464,0.189732664,771612
May 2021,Bhutan,5/27/2021,1491,0.193231832,771612
May 2021,Bhutan,5/28/2021,1503,0.194787017,771612
May 2021,Bhutan,5/29/2021,1603,0.207746899,771612
May 2021,Bhutan,5/30/2021,1612,0.208913288,771612
May 2021,Bhutan,5/31/2021,1620,0.209950079,771612
June 2021,Bhutan,6/1/2021,1632,0.211505264,771612
June 2021,Bhutan,6/2/2021,1639,0.212412456,771612
June 2021,Bhutan,6/3/2021,1654,0.214356438,771612
June 2021,Bhutan,6/4/2021,1669,0.216300420,771612
June 2021,Bhutan,6/5/2021,1682,0.217985205,771612
June 2021,Bhutan,6/6/2021,1687,0.218633199,771612
June 2021,Bhutan,6/7/2021,1703,0.220706780,771612
June 2021,Bhutan,6/8/2021,1724,0.223428355,771612
June 2021,Bhutan,6/9/2021,1739,0.225372337,771612
June 2021,Bhutan,6/10/2021,1769,0.229260302,771612
June 2021,Bhutan,6/11/2021,1789,0.231852278,771612
June 2021,Bhutan,6/12/2021,1808,0.234314656,771612
June 2021,Bhutan,6/13/2021,1813,0.234962650,771612
June 2021,Bhutan,6/14/2021,1826,0.236647434,771612
June 2021,Bhutan,6/15/2021,1842,0.238721015,771612
June 2021,Bhutan,6/16/2021,1854,0.240276201,771612
June 2021,Bhutan,6/17/2021,1882,0.243904968,771612
June 2021,Bhutan,6/18/2021,1889,0.244812159,771612
June 2021,Bhutan,6/19/2021,1903,0.246626543,771612
June 2021,Bhutan,6/20/2021,1924,0.249348118,771612
June 2021,Bhutan,6/21/2021,1939,0.251292100,771612
June 2021,Bhutan,6/22/2021,1963,0.254402472,771612
June 2021,Bhutan,6/23/2021,1970,0.255309663,771612
June 2021,Bhutan,6/24/2021,2006,0.259975221,771612
June 2021,Bhutan,6/25/2021,2013,0.260882412,771612
June 2021,Bhutan,6/26/2021,2027,0.262696796,771612
June 2021,Bhutan,6/27/2021,2052,0.265936766,771612
June 2021,Bhutan,6/28/2021,2062,0.267232754,771612
June 2021,Bhutan,6/29/2021,2076,0.269047138,771612
June 2021,Bhutan,6/30/2021,2100,0.272157509,771612
July 2021,Bhutan,7/1/2021,2104,0.272675904,771612
July 2021,Bhutan,7/2/2021,2122,0.275008683,771612
July 2021,Bhutan,7/3/2021,2133,0.276434270,771612
July 2021,Bhutan,7/4/2021,2159,0.279803839,771612
July 2021,Bhutan,7/5/2021,2169,0.281099827,771612
July 2021,Bhutan,7/6/2021,2210,0.286413379,771612
July 2021,Bhutan,7/7/2021,2249,0.291467732,771612
July 2021,Bhutan,7/8/2021,2252,0.291856529,771612
July 2021,Bhutan,7/9/2021,2258,0.292634122,771612
July 2021,Bhutan,7/10/2021,2266,0.293670912,771612
July 2021,Bhutan,7/11/2021,2275,0.294837302,771612
July 2021,Bhutan,7/12/2021,2290,0.296781284,771612
July 2021,Bhutan,7/13/2021,2324,0.301187644,771612
July 2021,Bhutan,7/14/2021,2370,0.307149189,771612
July 2021,Bhutan,7/15/2021,2380,0.308445177,771612
July 2021,Bhutan,7/16/2021,2398,0.310777956,771612
July 2021,Bhutan,7/17/2021,2411,0.312462740,771612
July 2021,Bhutan,7/18/2021,2421,0.313758728,771612
July 2021,Bhutan,7/19/2021,2427,0.314536321,771612
July 2021,Bhutan,7/20/2021,2455,0.318165088,771612
July 2021,Bhutan,7/21/2021,2456,0.318294687,771612
July 2021,Bhutan,7/22/2021,2458,0.318553885,771612
July 2021,Bhutan,7/23/2021,2470,0.320109070,771612
July 2021,Bhutan,7/24/2021,2482,0.321664256,771612
July 2021,Bhutan,7/25/2021,2486,0.322182651,771612
July 2021,Bhutan,7/26/2021,2489,0.322571448,771612
July 2021,Bhutan,7/27/2021,2500,0.323997035,771612
July 2021,Bhutan,7/28/2021,2501,0.324126634,771612
July 2021,Bhutan,7/29/2021,2506,0.324774628,771612
July 2021,Bhutan,7/30/2021,2508,0.325033825,771612
July 2021,Bhutan,7/31/2021,2515,0.325941017,771612
August 2021,Bhutan,8/1/2021,2518,0.326329813,771612
August 2021,Bhutan,8/2/2021,2524,0.327107406,771612
August 2021,Bhutan,8/3/2021,2532,0.328144197,771612
August 2021,Bhutan,8/4/2021,2540,0.329180987,771612
August 2021,Bhutan,8/5/2021,2543,0.329569784,771612
August 2021,Bhutan,8/6/2021,2544,0.329699383,771612
August 2021,Bhutan,8/7/2021,2544,0.329699383,771612
August 2021,Bhutan,8/8/2021,2544,0.329699383,771612
August 2021,Bhutan,8/9/2021,2546,0.329958580,771612
August 2021,Bhutan,8/10/2021,2550,0.330476975,771612
August 2021,Bhutan,8/11/2021,2551,0.330606574,771612
August 2021,Bhutan,8/12/2021,2553,0.330865772,771612
August 2021,Bhutan,8/13/2021,2566,0.332550556,771612
August 2021,Bhutan,8/14/2021,2570,0.333068952,771612
August 2021,Bhutan,8/15/2021,2571,0.333198551,771612
August 2021,Bhutan,8/16/2021,2577,0.333976143,771612
August 2021,Bhutan,8/17/2021,2577,0.333976143,771612
August 2021,Bhutan,8/18/2021,2577,0.333976143,771612
August 2021,Bhutan,8/19/2021,2580,0.334364940,771612
August 2021,Bhutan,8/20/2021,2580,0.334364940,771612
August 2021,Bhutan,8/21/2021,2585,0.335012934,771612
August 2021,Bhutan,8/22/2021,2585,0.335012934,771612
August 2021,Bhutan,8/23/2021,2585,0.335012934,771612
August 2021,Bhutan,8/24/2021,2591,0.335790527,771612
August 2021,United Kingdom,8/12/2021,6208908,9.146079654,67886004
August 2021,United Kingdom,8/13/2021,6241447,9.194011478,67886004
August 2021,United Kingdom,8/14/2021,6270673,9.237063062,67886004
August 2021,United Kingdom,8/15/2021,6297157,9.276075522,67886004
August 2021,United Kingdom,8/16/2021,6325515,9.317848492,67886004
August 2021,United Kingdom,8/17/2021,6352224,9.357192390,67886004
August 2021,United Kingdom,8/18/2021,6385982,9.406919871,67886004
August 2021,United Kingdom,8/19/2021,6422515,9.460735088,67886004
August 2021,United Kingdom,8/20/2021,6459643,9.515426773,67886004
August 2021,United Kingdom,8/21/2021,6491529,9.562396691,67886004
August 2021,United Kingdom,8/22/2021,6523563,9.609584621,67886004
August 2021,United Kingdom,8/23/2021,6555419,9.656510346,67886004
August 2021,United Kingdom,8/24/2021,6586181,9.701824547,67886004
April 2021,Australia,4/5/2021,29365,0.115157400,25499881
April 2021,Australia,4/6/2021,29379,0.115212302,25499881
April 2021,Australia,4/7/2021,29385,0.115235832,25499881
April 2021,Australia,4/8/2021,29390,0.115255440,25499881
April 2021,Australia,4/9/2021,29396,0.115278969,25499881
April 2021,Australia,4/10/2021,29405,0.115314264,25499881
April 2021,Australia,4/11/2021,29419,0.115369166,25499881
April 2021,Australia,4/12/2021,29429,0.115408382,25499881
April 2021,Australia,4/13/2021,29450,0.115490735,25499881
April 2021,Australia,4/14/2021,29469,0.115565245,25499881
April 2021,Australia,4/15/2021,29484,0.115624069,25499881
April 2021,Australia,4/16/2021,29499,0.115682893,25499881
April 2021,Australia,4/17/2021,29519,0.115761325,25499881
April 2021,Australia,4/18/2021,29533,0.115816227,25499881
April 2021,Australia,4/19/2021,29556,0.115906423,25499881
April 2021,Australia,4/20/2021,29576,0.115984855,25499881
April 2021,Australia,4/21/2021,29594,0.116055444,25499881
April 2021,Australia,4/22/2021,29638,0.116227993,25499881
April 2021,Australia,4/23/2021,29653,0.116286817,25499881
April 2021,Australia,4/24/2021,29663,0.116326033,25499881
April 2021,Australia,4/25/2021,29680,0.116392700,25499881
April 2021,Australia,4/26/2021,29717,0.116537799,25499881
April 2021,Australia,4/27/2021,29750,0.116667211,25499881
April 2021,Australia,4/28/2021,29773,0.116757408,25499881
April 2021,Australia,4/29/2021,29798,0.116855447,25499881
April 2021,Australia,4/30/2021,29811,0.116906428,25499881
May 2021,Australia,5/1/2021,29824,0.116957409,25499881
May 2021,Australia,5/2/2021,29838,0.117012311,25499881
May 2021,Australia,5/3/2021,29850,0.117059370,25499881
May 2021,Australia,5/4/2021,29865,0.117118194,25499881
May 2021,Australia,5/5/2021,29884,0.117192704,25499881
May 2021,Australia,5/6/2021,29893,0.117227998,25499881
May 2021,Australia,5/7/2021,29906,0.117278979,25499881
May 2021,Australia,5/8/2021,29922,0.117341724,25499881
May 2021,Australia,5/9/2021,29931,0.117377018,25499881
May 2021,Australia,5/10/2021,29938,0.117404469,25499881
May 2021,Australia,5/11/2021,29946,0.117435842,25499881
May 2021,Australia,5/12/2021,29955,0.117471136,25499881
May 2021,Australia,5/13/2021,29957,0.117478980,25499881
May 2021,Australia,5/14/2021,29964,0.117506431,25499881
May 2021,Australia,5/15/2021,29975,0.117549568,25499881
May 2021,Australia,5/16/2021,29978,0.117561333,25499881
May 2021,Australia,5/17/2021,29983,0.117580941,25499881
May 2021,Australia,5/18/2021,29992,0.117616235,25499881
May 2021,Australia,5/19/2021,29995,0.117628000,25499881
May 2021,Australia,5/20/2021,29999,0.117643686,25499881
May 2021,Australia,5/21/2021,30003,0.117659373,25499881
May 2021,Australia,5/22/2021,30007,0.117675059,25499881
May 2021,Australia,5/23/2021,30019,0.117722118,25499881
May 2021,Australia,5/24/2021,30029,0.117761334,25499881
May 2021,Australia,5/25/2021,30046,0.117828001,25499881
May 2021,Australia,5/26/2021,30063,0.117894668,25499881
May 2021,Australia,5/27/2021,30074,0.117937805,25499881
May 2021,Australia,5/28/2021,30083,0.117973100,25499881
May 2021,Australia,5/29/2021,30096,0.118024080,25499881
May 2021,Australia,5/30/2021,30105,0.118059374,25499881
May 2021,Australia,5/31/2021,30118,0.118110355,25499881
June 2021,Australia,6/1/2021,30124,0.118133885,25499881
June 2021,Australia,6/2/2021,30137,0.118184865,25499881
June 2021,Australia,6/3/2021,30141,0.118200552,25499881
June 2021,Australia,6/4/2021,30157,0.118263297,25499881
June 2021,Australia,6/5/2021,30173,0.118326042,25499881
June 2021,Australia,6/6/2021,30191,0.118396631,25499881
June 2021,Australia,6/7/2021,30205,0.118451533,25499881
June 2021,Australia,6/8/2021,30210,0.118471141,25499881
June 2021,Australia,6/9/2021,30225,0.118529965,25499881
June 2021,Australia,6/10/2021,30228,0.118541730,25499881
June 2021,Australia,6/11/2021,30234,0.118565259,25499881
June 2021,Australia,6/12/2021,30248,0.118620161,25499881
June 2021,Australia,6/13/2021,30262,0.118675064,25499881
June 2021,Australia,6/14/2021,30273,0.118718201,25499881
June 2021,Australia,6/15/2021,30286,0.118769182,25499881
June 2021,Australia,6/16/2021,30301,0.118828006,25499881
June 2021,Australia,6/17/2021,30309,0.118859378,25499881
June 2021,Australia,6/18/2021,30322,0.118910359,25499881
June 2021,Australia,6/19/2021,30331,0.118945653,25499881
June 2021,Australia,6/20/2021,30355,0.119039771,25499881
June 2021,Australia,6/21/2021,30366,0.119082909,25499881
June 2021,Australia,6/22/2021,30380,0.119137811,25499881
June 2021,Australia,6/23/2021,30404,0.119231929,25499881
June 2021,Australia,6/24/2021,30424,0.119310361,25499881
June 2021,Australia,6/25/2021,30457,0.119439773,25499881
June 2021,Australia,6/26/2021,30499,0.119604480,25499881
June 2021,Australia,6/27/2021,30528,0.119718206,25499881
June 2021,Australia,6/28/2021,30560,0.119843697,25499881
June 2021,Australia,6/29/2021,30602,0.120008403,25499881
June 2021,Australia,6/30/2021,30643,0.120169188,25499881
July 2021,Australia,7/1/2021,30684,0.120329973,25499881
July 2021,Australia,7/2/2021,30734,0.120526053,25499881
July 2021,Australia,7/3/2021,30753,0.120600563,25499881
July 2021,Australia,7/4/2021,30804,0.120800564,25499881
July 2021,Australia,7/5/2021,30831,0.120906447,25499881
July 2021,Australia,7/6/2021,30861,0.121024094,25499881
July 2021,Australia,7/7/2021,30903,0.121188801,25499881
July 2021,Australia,7/8/2021,30951,0.121377037,25499881
July 2021,Australia,7/9/2021,31015,0.121628019,25499881
July 2021,Australia,7/10/2021,31100,0.121961353,25499881
July 2021,Australia,7/11/2021,31221,0.122435865,25499881
July 2021,Australia,7/12/2021,31323,0.122835867,25499881
July 2021,Australia,7/13/2021,31429,0.123251556,25499881
July 2021,Australia,7/14/2021,31513,0.123580969,25499881
July 2021,Australia,7/15/2021,31626,0.124024108,25499881
July 2021,Australia,7/16/2021,31771,0.124592738,25499881
July 2021,Australia,7/17/2021,31899,0.125094701,25499881
July 2021,Australia,7/18/2021,32016,0.125553527,25499881
July 2021,Australia,7/19/2021,32120,0.125961372,25499881
July 2021,Australia,7/20/2021,32266,0.126533924,25499881
July 2021,Australia,7/21/2021,32426,0.127161378,25499881
July 2021,Australia,7/22/2021,32582,0.127773145,25499881
July 2021,Australia,7/23/2021,32753,0.128443737,25499881
July 2021,Australia,7/24/2021,32918,0.129090799,25499881
July 2021,Australia,7/25/2021,33082,0.129733939,25499881
July 2021,Australia,7/26/2021,33266,0.130455511,25499881
July 2021,Australia,7/27/2021,33473,0.131267279,25499881
July 2021,Australia,7/28/2021,33726,0.132259441,25499881
July 2021,Australia,7/29/2021,33909,0.132977091,25499881
July 2021,Australia,7/30/2021,34130,0.133843762,25499881
July 2021,Australia,7/31/2021,34383,0.134835923,25499881
August 2021,Australia,8/1/2021,34612,0.135733967,25499881
August 2021,Australia,8/2/2021,34836,0.136612402,25499881
August 2021,Australia,8/3/2021,35089,0.137604564,25499881
August 2021,Australia,8/4/2021,35391,0.138788883,25499881
August 2021,Australia,8/5/2021,35698,0.139992810,25499881
August 2021,Australia,8/6/2021,36051,0.141377130,25499881
August 2021,Australia,8/7/2021,36328,0.142463410,25499881
August 2021,Australia,8/8/2021,36630,0.143647729,25499881
August 2021,Australia,8/9/2021,37010,0.145137932,25499881
August 2021,Australia,8/10/2021,37377,0.146577155,25499881
August 2021,Australia,8/11/2021,37749,0.148035985,25499881
August 2021,Australia,8/12/2021,38165,0.149667365,25499881
August 2021,Australia,8/13/2021,38658,0.151600707,25499881
August 2021,Australia,8/14/2021,39097,0.153322284,25499881
August 2021,Australia,8/15/2021,39615,0.155353666,25499881
August 2021,Australia,8/16/2021,40097,0.157243871,25499881
August 2021,Australia,8/17/2021,40774,0.159898785,25499881
August 2021,Australia,8/18/2021,41521,0.162828211,25499881
August 2021,Australia,8/19/2021,42228,0.165600773,25499881
August 2021,Australia,8/20/2021,43119,0.169094907,25499881
August 2021,Australia,8/21/2021,44026,0.172651786,25499881
August 2021,Australia,8/22/2021,44920,0.176157685,25499881
August 2021,Australia,8/23/2021,45754,0.179428288,25499881
August 2021,Australia,8/24/2021,46725,0.183236149,25499881
January 2020,Canada,1/26/2020,1,2.649557099e-06,37742157
January 2020,Canada,1/27/2020,1,2.649557099e-06,37742157
January 2020,Canada,1/28/2020,2,5.299114197e-06,37742157
January 2020,Canada,1/29/2020,2,5.299114197e-06,37742157
January 2020,Canada,1/30/2020,2,5.299114197e-06,37742157
January 2020,Canada,1/31/2020,4,1.059822839e-05,37742157
February 2020,Canada,2/1/2020,4,1.059822839e-05,37742157
February 2020,Canada,2/2/2020,4,1.059822839e-05,37742157
February 2020,Canada,2/3/2020,4,1.059822839e-05,37742157
February 2020,Canada,2/4/2020,4,1.059822839e-05,37742157
February 2020,Canada,2/5/2020,5,1.324778549e-05,37742157
February 2020,Canada,2/6/2020,5,1.324778549e-05,37742157
February 2020,Canada,2/7/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/8/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/9/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/10/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/11/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/12/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/13/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/14/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/15/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/16/2020,7,1.854689969e-05,37742157
February 2020,Canada,2/17/2020,8,2.119645679e-05,37742157
February 2020,Canada,2/18/2020,8,2.119645679e-05,37742157
February 2020,Canada,2/19/2020,8,2.119645679e-05,37742157
February 2020,Canada,2/20/2020,8,2.119645679e-05,37742157
February 2020,Canada,2/21/2020,9,2.384601389e-05,37742157
February 2020,Canada,2/22/2020,9,2.384601389e-05,37742157
February 2020,Canada,2/23/2020,9,2.384601389e-05,37742157
February 2020,Canada,2/24/2020,10,2.649557099e-05,37742157
February 2020,Canada,2/25/2020,12,3.179468518e-05,37742157
February 2020,Canada,2/26/2020,12,3.179468518e-05,37742157
February 2020,Canada,2/27/2020,14,3.709379938e-05,37742157
February 2020,Canada,2/28/2020,15,3.974335648e-05,37742157
February 2020,Canada,2/29/2020,21,5.564069907e-05,37742157
March 2020,Canada,3/1/2020,26,6.888848457e-05,37742157
March 2020,Canada,3/2/2020,32,8.478582716e-05,37742157
March 2020,Canada,3/3/2020,37,9.803361265e-05,37742157
March 2020,Canada,3/4/2020,42,0.000111281,37742157
March 2020,Canada,3/5/2020,46,0.000121880,37742157
March 2020,Canada,3/6/2020,60,0.000158973,37742157
March 2020,Canada,3/7/2020,64,0.000169572,37742157
March 2020,Canada,3/8/2020,74,0.000196067,37742157
March 2020,Canada,3/9/2020,88,0.000233161,37742157
March 2020,Canada,3/10/2020,92,0.000243759,37742157
March 2020,Canada,3/11/2020,127,0.000336494,37742157
March 2020,Canada,3/12/2020,141,0.000373588,37742157
March 2020,Canada,3/13/2020,213,0.000564356,37742157
March 2020,Canada,3/14/2020,236,0.000625295,37742157
March 2020,Canada,3/15/2020,296,0.000784269,37742157
March 2020,Canada,3/16/2020,450,0.001192301,37742157
March 2020,Canada,3/17/2020,532,0.001409564,37742157
March 2020,Canada,3/18/2020,732,0.001939476,37742157
March 2020,Canada,3/19/2020,921,0.002440242,37742157
March 2020,Canada,3/20/2020,1175,0.003113230,37742157
March 2020,Canada,3/21/2020,1653,0.004379718,37742157
March 2020,Canada,3/22/2020,2045,0.005418344,37742157
March 2020,Canada,3/23/2020,2600,0.006888848,37742157
March 2020,Canada,3/24/2020,3185,0.008438839,37742157
March 2020,Canada,3/25/2020,3683,0.009758319,37742157
March 2020,Canada,3/26/2020,4550,0.012055485,37742157
March 2020,Canada,3/27/2020,5249,0.013907525,37742157
March 2020,Canada,3/28/2020,6085,0.016122555,37742157
March 2020,Canada,3/29/2020,7015,0.018586643,37742157
March 2020,Canada,3/30/2020,8121,0.021517053,37742157
March 2020,Canada,3/31/2020,9246,0.024497805,37742157
April 2020,Canada,4/1/2020,10527,0.027891888,37742157
April 2020,Canada,4/2/2020,12219,0.032374938,37742157
April 2020,Canada,4/5/2020,16475,0.043651453,37742157
April 2020,Canada,4/6/2020,17521,0.046422890,37742157
April 2020,Canada,4/7/2020,18858,0.049965348,37742157
April 2020,Canada,4/8/2020,20122,0.053314388,37742157
April 2020,Canada,4/9/2020,21502,0.056970777,37742157
April 2020,Canada,4/10/2020,22777,0.060348962,37742157
April 2020,Canada,4/11/2020,24084,0.063811933,37742157
April 2020,Canada,4/12/2020,25303,0.067041743,37742157
April 2020,Canada,4/13/2020,26937,0.071371120,37742157
April 2020,Canada,4/14/2020,28563,0.075679299,37742157
April 2020,Canada,4/15/2020,30223,0.080077564,37742157
April 2020,Canada,4/16/2020,32790,0.086878977,37742157
April 2020,Canada,4/17/2020,34876,0.092405953,37742157
April 2020,Canada,4/18/2020,36358,0.096332597,37742157
April 2020,Canada,4/19/2020,38026,0.100752058,37742157
April 2020,Canada,4/20/2020,39591,0.104898615,37742157
April 2020,Canada,4/21/2020,41334,0.109516793,37742157
April 2020,Canada,4/22/2020,43641,0.115629321,37742157
April 2020,Canada,4/23/2020,45310,0.120051432,37742157
April 2020,Canada,4/24/2020,47007,0.124547731,37742157
April 2020,Canada,4/25/2020,48570,0.128688988,37742157
April 2020,Canada,4/26/2020,50002,0.132483154,37742157
April 2020,Canada,4/27/2020,51621,0.136772787,37742157
April 2020,Canada,4/28/2020,53297,0.141213445,37742157
April 2020,Canada,4/29/2020,55061,0.145887263,37742157
April 2020,Canada,4/30/2020,56716,0.150272280,37742157
May 2020,Canada,5/1/2020,58549,0.155128919,37742157
May 2020,Canada,5/2/2020,60023,0.159034366,37742157
May 2020,Canada,5/3/2020,61183,0.162107852,37742157
May 2020,Canada,5/4/2020,62743,0.166241161,37742157
May 2020,Canada,5/5/2020,64100,0.169836610,37742157
May 2020,Canada,5/6/2020,65703,0.174083850,37742157
May 2020,Canada,5/7/2020,67146,0.177907161,37742157
May 2020,Canada,5/8/2020,68485,0.181454918,37742157
May 2020,Canada,5/9/2020,69645,0.184528404,37742157
May 2020,Canada,5/10/2020,70736,0.187419071,37742157
May 2020,Canada,5/11/2020,71886,0.190466062,37742157
May 2020,Canada,5/12/2020,73083,0.193637581,37742157
May 2020,Canada,5/13/2020,74307,0.196880639,37742157
May 2020,Canada,5/14/2020,75428,0.199850793,37742157
May 2020,Canada,5/15/2020,76691,0.203197183,37742157
May 2020,Canada,5/16/2020,77871,0.206323661,37742157
May 2020,Canada,5/17/2020,78992,0.209293814,37742157
May 2020,Canada,5/18/2020,80033,0.212052003,37742157
May 2020,Canada,5/19/2020,81183,0.215098994,37742157
May 2020,Canada,5/20/2020,82488,0.218556666,37742157
May 2020,Canada,5/21/2020,83650,0.221635451,37742157
May 2020,Canada,5/22/2020,84814,0.224719536,37742157
May 2020,Canada,5/23/2020,85823,0.227392939,37742157
May 2020,Canada,5/24/2020,86749,0.229846429,37742157
May 2020,Canada,5/25/2020,87697,0.232358209,37742157
May 2020,Canada,5/26/2020,88502,0.234491102,37742157
May 2020,Canada,5/27/2020,89380,0.236817413,37742157
May 2020,Canada,5/28/2020,90219,0.239040392,37742157
May 2020,Canada,5/29/2020,91054,0.241252772,37742157
May 2020,Canada,5/30/2020,91805,0.243242589,37742157
May 2020,Canada,5/31/2020,92488,0.245052237,37742157
June 2020,Canada,6/1/2020,93330,0.247283164,37742157
June 2020,Canada,6/2/2020,93991,0.249034521,37742157
June 2020,Canada,6/3/2020,94658,0.250801776,37742157
June 2020,Canada,6/4/2020,95283,0.252457749,37742157
June 2020,Canada,6/5/2020,95949,0.254222354,37742157
June 2020,Canada,6/6/2020,96497,0.255674311,37742157
June 2020,Canada,6/7/2020,97164,0.257441566,37742157
June 2020,Canada,6/8/2020,97685,0.258821985,37742157
June 2020,Canada,6/9/2020,98174,0.260117619,37742157
June 2020,Canada,6/10/2020,98669,0.261429149,37742157
June 2020,Canada,6/11/2020,99118,0.262618801,37742157
June 2020,Canada,6/12/2020,99548,0.263758110,37742157
June 2020,Canada,6/13/2020,99959,0.264847078,37742157
June 2020,Canada,6/14/2020,100286,0.265713483,37742157
June 2020,Canada,6/15/2020,100655,0.266691170,37742157
June 2020,Canada,6/16/2020,101021,0.267660908,37742157
June 2020,Canada,6/17/2020,101429,0.268741927,37742157
June 2020,Canada,6/18/2020,101830,0.269804399,37742157
June 2020,Canada,6/19/2020,102233,0.270872171,37742157
June 2020,Canada,6/20/2020,102652,0.271982335,37742157
June 2020,Canada,6/21/2020,102957,0.272790450,37742157
June 2020,Canada,6/22/2020,103313,0.273733693,37742157
June 2020,Canada,6/23/2020,103707,0.274777618,37742157
June 2020,Canada,6/24/2020,104063,0.275720860,37742157
June 2020,Canada,6/25/2020,104387,0.276579317,37742157
June 2020,Canada,6/26/2020,104638,0.277244356,37742157
June 2020,Canada,6/27/2020,104975,0.278137256,37742157
June 2020,Canada,6/28/2020,105348,0.279125541,37742157
June 2020,Canada,6/29/2020,105732,0.280142971,37742157
June 2020,Canada,6/30/2020,106029,0.280929890,37742157
July 2020,Canada,7/1/2020,106227,0.281454502,37742157
July 2020,Canada,7/2/2020,106583,0.282397744,37742157
July 2020,Canada,7/3/2020,106903,0.283245603,37742157
July 2020,Canada,7/4/2020,107116,0.283809958,37742157
July 2020,Canada,7/5/2020,107303,0.284305425,37742157
July 2020,Canada,7/6/2020,107718,0.285404992,37742157
July 2020,Canada,7/7/2020,107973,0.286080629,37742157
July 2020,Canada,7/8/2020,108302,0.286952333,37742157
July 2020,Canada,7/9/2020,108617,0.287786943,37742157
